"Step","LR[K=180]-YOLO11x-DOTAv1 - metrics/mAP50(B)","LR[K=180]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MIN","LR[K=180]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MAX","MLconv[R=300]-YOLO11x-DOTAv1 - metrics/mAP50(B)","MLconv[R=300]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MIN","MLconv[R=300]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MAX","MTL[T=61]-YOLO11x-DOTAv1 - metrics/mAP50(B)","MTL[T=61]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MIN","MTL[T=61]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MAX","LR[K=220]-YOLO11x-DOTAv1 - metrics/mAP50(B)","LR[K=220]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MIN","LR[K=220]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MAX","MLconv[R=350]-YOLO11x-DOTAv1 - metrics/mAP50(B)","MLconv[R=350]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MIN","MLconv[R=350]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MAX","MTL[T=60]-YOLO11x-DOTAv1 - metrics/mAP50(B)","MTL[T=60]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MIN","MTL[T=60]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MAX","LR[K=265]-YOLO11x-DOTAv1 - metrics/mAP50(B)","LR[K=265]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MIN","LR[K=265]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MAX","MLconv[R=430]-YOLO11x-DOTAv1 - metrics/mAP50(B)","MLconv[R=430]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MIN","MLconv[R=430]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MAX","LR[K=300]-YOLO11x-DOTAv1 - metrics/mAP50(B)","LR[K=300]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MIN","LR[K=300]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MAX","MLconv[R=500]-YOLO11x-DOTAv1 - metrics/mAP50(B)","MLconv[R=500]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MIN","MLconv[R=500]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MAX","YOLO11x-DOTAv1 - metrics/mAP50(B)","YOLO11x-DOTAv1 - metrics/mAP50(B)__MIN","YOLO11x-DOTAv1 - metrics/mAP50(B)__MAX","MTL[T=17]-YOLO11x-DOTAv1 - metrics/mAP50(B)","MTL[T=17]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MIN","MTL[T=17]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MAX","MTL[T=24]-YOLO11x-DOTAv1 - metrics/mAP50(B)","MTL[T=24]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MIN","MTL[T=24]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MAX"
"291","0.51353","0.51353","0.51353","0.50379","0.50379","0.50379","0.43022","0.43022","0.43022","0.5095","0.5095","0.5095","0.49977","0.49977","0.49977","0.4814","0.4814","0.4814","","","","0.50738","0.50738","0.50738","0.51677","0.51677","0.51677","0.50025","0.50025","0.50025","0.51325","0.51325","0.51325","0.5326","0.5326","0.5326","0.52981","0.52981","0.52981"
"292","0.51295","0.51295","0.51295","0.50912","0.50912","0.50912","0.43748","0.43748","0.43748","0.51347","0.51347","0.51347","0.50649","0.50649","0.50649","0.48322","0.48322","0.48322","","","","0.50464","0.50464","0.50464","0.52116","0.52116","0.52116","0.5","0.5","0.5","0.5133","0.5133","0.5133","0.53281","0.53281","0.53281","0.53152","0.53152","0.53152"
"293","0.51553","0.51553","0.51553","0.50581","0.50581","0.50581","0.42938","0.42938","0.42938","0.51346","0.51346","0.51346","0.50913","0.50913","0.50913","0.48186","0.48186","0.48186","","","","0.50903","0.50903","0.50903","0.52209","0.52209","0.52209","0.50023","0.50023","0.50023","0.51336","0.51336","0.51336","0.53172","0.53172","0.53172","0.53053","0.53053","0.53053"
"294","0.51461","0.51461","0.51461","0.51786","0.51786","0.51786","0.4302","0.4302","0.4302","0.50797","0.50797","0.50797","0.5061","0.5061","0.5061","0.48216","0.48216","0.48216","","","","0.50963","0.50963","0.50963","0.52177","0.52177","0.52177","0.49959","0.49959","0.49959","0.5314677714421382","0.5314677714421382","0.5314677714421382","0.53197","0.53197","0.53197","0.53096","0.53096","0.53096"
"295","0.51272","0.51272","0.51272","0.51284","0.51284","0.51284","0.42539","0.42539","0.42539","0.50576","0.50576","0.50576","0.50557","0.50557","0.50557","0.48077","0.48077","0.48077","","","","0.51135","0.51135","0.51135","0.52226","0.52226","0.52226","0.50099","0.50099","0.50099","","","","0.53348","0.53348","0.53348","0.53183","0.53183","0.53183"
"296","0.51593","0.51593","0.51593","0.50989","0.50989","0.50989","0.42763","0.42763","0.42763","0.50707","0.50707","0.50707","0.50026","0.50026","0.50026","0.48073","0.48073","0.48073","","","","0.51621","0.51621","0.51621","0.52011","0.52011","0.52011","0.49721","0.49721","0.49721","","","","0.53347","0.53347","0.53347","0.52861","0.52861","0.52861"
"297","0.5152","0.5152","0.5152","0.51022","0.51022","0.51022","0.42689","0.42689","0.42689","0.50566","0.50566","0.50566","0.50058","0.50058","0.50058","0.48348","0.48348","0.48348","","","","0.51494","0.51494","0.51494","0.52011","0.52011","0.52011","0.49593","0.49593","0.49593","","","","0.52982","0.52982","0.52982","0.52833","0.52833","0.52833"
"298","0.5129","0.5129","0.5129","0.50993","0.50993","0.50993","0.42825","0.42825","0.42825","0.50468","0.50468","0.50468","0.50172","0.50172","0.50172","0.48174","0.48174","0.48174","","","","0.50887","0.50887","0.50887","0.51899","0.51899","0.51899","0.49709","0.49709","0.49709","","","","0.53074","0.53074","0.53074","0.52886","0.52886","0.52886"
"299","0.51307","0.51307","0.51307","0.51015","0.51015","0.51015","0.42722","0.42722","0.42722","0.50977","0.50977","0.50977","0.50174","0.50174","0.50174","0.48234","0.48234","0.48234","","","","0.50448","0.50448","0.50448","0.52305","0.52305","0.52305","0.5007","0.5007","0.5007","","","","0.52965","0.52965","0.52965","0.52864","0.52864","0.52864"
"300","0.5227272455154599","0.5227272455154599","0.5227272455154599","0.5206369578407696","0.5206369578407696","0.5206369578407696","0.42722","0.42722","0.42722","0.5195436175610698","0.5195436175610698","0.5195436175610698","0.5311053101097022","0.5311053101097022","0.5311053101097022","0.52305","0.52305","0.5007","","","","0.5189907711516538","0.5189907711516538","0.5189907711516538","0.5171078580018911","0.5171078580018911","0.5171078580018911","0.5305638530168123","0.5305638530168123","0.5305638530168123","","","","0.5347262545568808","0.5347262545568808","0.5347262545568808","0.5320991843151077","0.5320991843151077","0.5320991843151077"
